41302	离船坞自毁还有：%1MINUTES%:%2SECONDS%
41320	任务失败。失去船坞。
41321	任务失败。
41322	正在保存游戏……
41400	资源
41401	护航队 2
41402	护航队 3
41403	护航队 4
41404	护航队 5
41405	登陆舰
41406	纳贝尔号船坞
41407	派遣侦察机调查这个区域
41408	维修纳贝尔号船坞
41409	保护船坞
41410	敌袭戒备
41411	警告。发现维格尔超空间跳跃信号。
41412	维格尔人侵入了纳贝尔号船坞。
41413	在这里进行前沿资源采集作业。
41414	希格拉幸存者
41415	派遣资源采集船维修船坞
41416	建造登陆舰夺回船坞
41490	希格拉舰队
41491	维格尔袭击者
41492	希格拉防卫舰队
41493	希格拉幸存者
41499	任务完成

rangeend
